title,link,type_link,user_name,price,last_month_publish,date_publish,visits,room,bathroom,car_parking,suftace_area,count_photo,urgent_promotion,top_promotion,presale_promotion,address,ad_latitude,ad_longitude,extra_data,description,ad_type,ad_page,date_scraping,source
Residencia en venta en Los Encinos,/a-casas-en-venta/club-de-golf-los-encinos/residencia-en-venta-en-los-encinos/1003805773760911140650409,a,Tu casa hoy,38000000,25.0,2020-06-11,24.0,4,4,4,2400,9,-,Destacado,-,,19.28725,-99.4766,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:4', 'Garage:4+', 'Terreno:2400m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en Venta, Col. Lomas de Chapultepec.",/a-casas-en-venta/miguel-hidalgo/casa-en-venta-col-lomas-de-chapultepec/1003806481390911140650409,a,Tu casa hoy,34000000,23.0,2020-08-10,9.0,4,4,4,500,17,-,Destacado,-,,19.41735,-99.21517,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:4+', 'Terreno:500m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento Amueblado  en Venta y Renta, Col. Lomas de Chapultepec.",/a-departamentos-en-venta/miguel-hidalgo/departamento-amueblado-en-venta-y-renta-col-lomas-de-chapultepec/1003806476570911140650409,a,Tu casa hoy,6500000,23.0,2020-08-10,2.0,2,2,1,0,15,-,Destacado,-,,19.42602,-99.22427,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,3,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,3,2022-07-23,vivanuncios
"Departamentos en Venta en Mitla 378 en Benito Juárez, CDMX ",/d-desarrollo-mitla-378/620edffdcb0e12a4db878953,d,Mitla 378,4235490,0.0,2022-07-01,0.0,23,0,0,70197,6,-,-,Nuevo - Preventa,"Mitla 378, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:70-197m2', 'Recámara(s):2-3', 'Baños:2-3', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:mayo 2023']","Experimenta vivir en un desarrollo que incluye elementos de la mejor calidad en diseño, contando con detalles modernos y un ambiente lleno de armonía. 

Dale un giro a tu vida y la de tus seres queridos. 

En este lugar tu tranquilidad y gozo son la prioridad, es por eso que incluye que incluye todas las comodidades para que vivas como siempre lo has deseado. La colonia Narvarte es una gran zona emblemática de la Ciudad de Mexico dentro de la alcaldía Benito Juarez, donde se concentra una gran cantidad de actividad económica, comercial y servicios de todo tipo. 

Caracterizada por sus hermosas y amplias calles con áreas verdes y avenidas con grandes camellones alineados con palmeras , así como sus casas de estilo arte déco y colonial californiano.

DECA Bienes Raíces",promoted,3,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,3,2022-07-23,vivanuncios
Venta Departamento Guadalupe Inn,/a-departamentos-en-venta/guadalupe-inn/venta-departamento-guadalupe-inn/1003780459210911332107009,a,FURCHTGOTT,5990000,4.0,2022-03-03,46.0,2,2,2,109,22,-,Destacado,-,,19.35648,-99.18952,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Terreno:109m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
DEPARTAMENTO CON VISTA AL MAR EN VENTA EN COSTA VERDE,/a-departamentos-en-venta/costa-verde/departamento-con-vista-al-mar-en-venta-en-costa-verde/1003808637490910892765909,a,Fuerza Inmobiliaria Veracruz,2500000,16.0,2021-03-08,12.0,2,2,1,0,7,-,Destacado,-,,19.16863,-96.11471,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
ESTUDIO NUEVO OPORTUNIDAD DE INVERSION  UNICA ULTIMAS UNIDADES   HERMOSA VISTA AL MAR,/a-departamentos-en-venta/zona-hotelera-cancun/estudio-nuevo-oportunidad-de-inversion-unica-ultimas-unidades-hermosa-vista-al-mar/1003802374290911036240309,a,AS LUXURY REAL ESTATE,3950000,1.0,2022-06-01,20.0,0,1,1,61,16,Urgente,Destacado,-,,21.13783,-86.76941,"['Recámara(s):0', 'Baños:1', 'Garage:1', 'Terreno:61m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
EN VENTA Y RENTA RESIDENCIA EN JARDINES DEL PEDREGAL. CON USO DE SUELO.,/a-casas-en-venta/jardines-del-pedregal/en-venta-y-renta-residencia-en-jardines-del-pedregal-con-uso-de-suelo/1003806803880911140650409,a,Tu casa hoy,120000000,22.0,2020-09-09,23.0,5,4,4,4500,25,-,Destacado,-,,19.32203,-99.19635,"['Recámara(s):5', 'Baños:4+', 'Garage:4+', 'Terreno:4500m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento en Venta Condesa, a 3 cuadras de Parque México",/a-departamentos-en-venta/roma-sur/departamento-en-venta-condesa-a-3-cuadras-de-parque-mexico/1003806798670911140650409,a,Tu casa hoy,5200000,22.0,2020-09-09,17.0,4,2,1,0,22,-,Destacado,-,,19.40753,-99.16569,"['Recámara(s):4', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Casa en Venta, Col. Real de las Lomas",/a-casas-en-venta/real-de-las-lomas/casa-en-venta-col-real-de-las-lomas/1003807095820911140650409,a,Tu casa hoy,16950000,21.0,2020-10-09,7.0,3,2,2,500,13,-,Destacado,-,,19.3964,-99.23965,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:500m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
CASA CON USO DE SUELO EN VENTA O RENTA EN COLONIA DEL VALLE,/a-casas-en-venta/del-valle-sur/casa-con-uso-de-suelo-en-venta-o-renta-en-colonia-del-valle/1003807293020911140650409,a,Tu casa hoy,80000000,20.0,2020-11-08,9.0,6,4,4,0,25,-,Destacado,-,,19.37017,-99.169,"['Recámara(s):6+', 'Baños:4+', 'Garage:4+', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Venta Casa Isla del lago, Bosque Real",/a-casas-en-venta/bosque-real-country-club/venta-casa-isla-del-lago-bosque-real/1003809979030911140650409,a,Tu casa hoy,22900000,11.0,2021-08-05,2.0,3,3,4,430,10,-,Destacado,-,,19.43125,-99.27777,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:4+', 'Terreno:430m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento en Venta, Col. Polanco",/a-departamentos-en-venta/polanco/departamento-en-venta-col-polanco/1003810334220911140650409,a,Tu casa hoy,22600000,10.0,2021-09-04,1.0,2,2,2,0,0,Urgente,Destacado,-,,19.43523,-99.20557,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento en Renta Amueblado y Equipado, Lomas de Chapultepec",/a-departamentos-en-venta/miguel-hidalgo/departamento-en-renta-amueblado-y-equipado-lomas-de-chapultepec/1003811183250911140650409,a,Tu casa hoy,12500000,8.0,2021-11-03,1.0,3,3,3,0,25,Urgente,Destacado,-,,19.43033,-99.21414,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
Depa Nuevo BARRANCA DEL MUERTO,/a-departamentos-en-venta/merced-gomez/depa-nuevo-barranca-del-muerto/1003811185620911140650409,a,Tu casa hoy,6200000,8.0,2021-11-03,4.0,3,3,2,0,15,-,Destacado,-,,19.3663,-99.19336,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento Venta, Col. Lomas Altas",/a-departamentos-en-venta/alvaro-obregon/departamento-venta-col-lomas-altas/1003811179910911140650409,a,Tu casa hoy,10000000,8.0,2021-11-03,0.0,2,2,2,0,25,-,Destacado,-,,19.39554,-99.22833,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
PentHouse Nuevo BARRANCA DEL MUERTO,/a-departamentos-en-venta/merced-gomez/penthouse-nuevo-barranca-del-muerto/1003811281910911140650409,a,Tu casa hoy,6930000,7.0,2021-12-03,4.0,3,3,2,0,15,-,Destacado,-,,19.3663,-99.19336,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento con balcón Lomas de Chapultpec, 3 recámaras",/a-departamentos-en-venta/miguel-hidalgo/departamento-con-balcon-lomas-de-chapultpec-3-recamaras/1003812042270911140650409,a,Tu casa hoy,12900000,4.0,2022-03-03,1.0,3,2,2,0,11,Urgente,Destacado,-,,19.43229,-99.21339,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamento Venta, Col. Polanco, Miguel Hidalgo",/a-departamentos-en-venta/miguel-hidalgo/departamento-venta-col-polanco-miguel-hidalgo/1003812414000911140650409,a,Tu casa hoy,5850000,3.0,2022-04-02,1.0,1,1,1,0,4,-,Destacado,-,,19.432,-99.19112,"['Recámara(s):1', 'Baños:1', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
Casa Nueva en Venta Zona Reliz Chihuahua,/a-casas-en-venta/chihuahua-chih/casa-nueva-en-venta-zona-reliz-chihuahua/1003791331960910974980009,a,CENTURY 21 Robles & Herrera,3500000,2.0,2022-05-02,100.0,3,2,2,0,21,-,Destacado,-,,28.591,-106.15807,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Casa en Preventa en La Vista, Xalapa, Veracruz, 3 Recámaras",/a-casas-en-venta/emiliano-zapata-xalapa/casa-en-preventa-en-la-vista-xalapa-veracruz-3-recamaras/1003759648190911286930609,a,La Vista,2500000,6.0,2022-01-02,482.0,3,2,1,130,0,-,Destacado,-,,19.50846,-96.9259,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:1', 'Terreno:130m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Casa en Preventa en La Vista, Xalapa, Veracruz, 3 Recámaras",/a-casas-en-venta/emiliano-zapata-xalapa/casa-en-preventa-en-la-vista-xalapa-veracruz-3-recamaras/1003759641730911286930609,a,La Vista,1950000,6.0,2022-01-02,688.0,3,2,1,130,0,-,Destacado,-,,19.50846,-96.9259,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:1', 'Terreno:130m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
VENTA EN DURANGO 3 RECAMARAS EXCLUSIVO RESIDENCIAL PRIVADO,/a-casas-en-venta/victoria-de-durango-centro/venta-en-durango-3-recamaras-exclusivo-residencial-privado/1003723628060910956941409,a,Licenciado Martin Lopez,10000000,9.0,2021-10-04,555.0,4,4,0,0,4,-,Destacado,-,,24.028518,-104.650889,"['Recámara(s):4', 'Baños:4+', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
Venta Exclusiva Residencia en Villa Magna Cancun YC0822,/a-casas-en-venta/cancun/venta-exclusiva-residencia-en-villa-magna-cancun-yc0822/1003791353110911174710309,a,CENTURY 21 Elite Advisors,19000000,2.0,2022-05-02,129.0,4,4,3,0,13,-,Destacado,-,,21.1067,-86.84761,"['Recámara(s):4', 'Baños:4+', 'Garage:3', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
Casa con Jacuzzi en Venta Zona San Francisco Valle del Angel Chihuahua,/a-casas-en-venta/barrancas/casa-con-jacuzzi-en-venta-zona-san-francisco-valle-del-angel-chihuahua/1003791331970910974980009,a,CENTURY 21 Robles & Herrera,6250000,2.0,2022-05-02,74.0,3,2,0,0,25,-,Destacado,-,,28.65695,-106.13315,"['Recámara(s):3', 'Baños:2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
CASA EN VENTA BUGAMBILIAS COTO RINCON DE BUGAMBILIAS,/a-casas-en-venta/santa-ana-tepetitlan/casa-en-venta-bugambilias-coto-rincon-de-bugambilias/1003671790050911058450109,a,JA BIENES INMUEBLES,3500000,1.0,2022-06-01,511.0,4,4,2,114,24,Urgente,Destacado,-,,20.61396,-103.45445,"['Recámara(s):4', 'Baños:4+', 'Garage:2', 'Terreno:114m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
CASA EN VENTA ALTA CALIFORNIA ZONA SUR OPORTUNIDAD,/a-casas-en-venta/tlajomulco-de-zuniga/casa-en-venta-alta-california-zona-sur-oportunidad/1003718752130911058450109,a,JA BIENES INMUEBLES,1450000,10.0,2021-09-04,348.0,3,2,1,75,17,Urgente,Destacado,-,,20.52828,-103.45343,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:75m2', 'Vendedor(a):Inmobiliaria']",-,regular,3,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,4,2022-07-23,vivanuncios
"Departamentos en Venta en Mitla 378 en Benito Juárez, CDMX ",/d-desarrollo-mitla-378/620edffdcb0e12a4db878953,d,Mitla 378,4235490,0.0,2022-07-01,0.0,23,0,0,70197,6,-,-,Nuevo - Preventa,"Mitla 378, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:70-197m2', 'Recámara(s):2-3', 'Baños:2-3', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:mayo 2023']","Experimenta vivir en un desarrollo que incluye elementos de la mejor calidad en diseño, contando con detalles modernos y un ambiente lleno de armonía. 

Dale un giro a tu vida y la de tus seres queridos. 

En este lugar tu tranquilidad y gozo son la prioridad, es por eso que incluye que incluye todas las comodidades para que vivas como siempre lo has deseado. La colonia Narvarte es una gran zona emblemática de la Ciudad de Mexico dentro de la alcaldía Benito Juarez, donde se concentra una gran cantidad de actividad económica, comercial y servicios de todo tipo. 

Caracterizada por sus hermosas y amplias calles con áreas verdes y avenidas con grandes camellones alineados con palmeras , así como sus casas de estilo arte déco y colonial californiano.

DECA Bienes Raíces",promoted,4,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,4,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,4,2022-07-23,vivanuncios
CASA EN VENTA HACIENDA EL SEMINARIO,/a-casas-en-venta/fraccionamiento-hacienda-del-seminario/casa-en-venta-hacienda-el-seminario/1003784177160911006760109,a,IKAPITAL REAL ESTATE,3100000,3.0,2022-04-02,112.0,4,4,0,99,8,-,Destacado,-,,23.28647,-106.42169,"['Recámara(s):4', 'Baños:4+', 'Terreno:99m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
"Casa en Venta en Toscana Residencial, Dominio Cumbres, 3 recámaras.",/a-casas-en-venta/garcia/casa-en-venta-en-toscana-residencial-dominio-cumbres-3-recamaras/1003176643360911153900309,a,TOSCANA RESIDENCIAL,1940000,3.0,2022-04-02,2364.0,3,2,2,112,10,-,Destacado,-,,25.76892,-100.46286,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:112m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
CASA EN VENTA EN BALCONES DEL CAMPESTRE,/a-casas-en-venta/balcones-del-campestre/casa-en-venta-en-balcones-del-campestre/1003807521400910887438409,a,New House Bienes Raices,14500000,19.0,2020-12-08,36.0,5,4,4,1000,14,Urgente,Destacado,-,,21.17537,-101.708339,"['Recámara(s):5', 'Baños:4+', 'Medio Baños:2', 'Garage:4+', 'Terreno:1000m2']",-,regular,4,2022-07-23,vivanuncios
CASA EN VENTA LA TIJERA EN CONDOMINIO ZONA SUR NUEVA,/a-casas-en-venta/la-tijera/casa-en-venta-la-tijera-en-condominio-zona-sur-nueva/1003704312790911058450109,a,JA BIENES INMUEBLES,3129500,1.0,2022-06-01,589.0,3,3,3,117,21,-,Destacado,-,,20.57794,-103.43668,"['Recámara(s):3', 'Baños:3', 'Garage:3', 'Terreno:117m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
CASA EN VENTA VILLA FONTANA AQUA TLAJOMULCO,/a-casas-en-venta/tlajomulco-de-zuniga/casa-en-venta-villa-fontana-aqua-tlajomulco/1003753982770911058450109,a,JA BIENES INMUEBLES,300000,6.0,2022-01-02,276.0,2,1,1,67,14,Urgente,Destacado,-,,20.4946,-103.34677,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:67m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
CASA EN VENTA ATMOSFERA ZONA SUR,/a-casas-en-venta/tlajomulco-de-zuniga/casa-en-venta-atmosfera-zona-sur/1003807076370911058450109,a,JA BIENES INMUEBLES,3690000,22.0,2020-09-09,1.0,3,3,2,123,25,-,Destacado,-,,20.56226,-103.48389,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:123m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
CASA EN VENTA EN INSPIRA ZIBATA,/a-casas-en-venta/zibata/casa-en-venta-en-inspira-zibata/1003794403520911327110609,a,Impulsa Real Estate,3600000,2.0,2022-05-02,31.0,3,2,2,167,21,Urgente,Destacado,-,,20.67241,-100.33319,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:167m2', 'Vendedor(a):Inmobiliaria']",-,regular,4,2022-07-23,vivanuncios
